	n_i	n_T.te	n_T.peak	expected	fc.expected	comparison	padj.final	significance
RLTR10C|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10D2|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int|RLTR10D2	0	3	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10D2|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	4	4692	0.04	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	6	4692	0.04	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	4	4692	0.04	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10C|RLTR10C	0	40	4692	0.03	1.0	te_in_peak	1	n.s
RLTR10D2|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int	0	2	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10D2|MMERVK10D3_I-int|MMERVK10D3_I-int|MMERVK10D3_I-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10D2|MMERVK10D3_I-int|MMERVK10D3_I-int	0	5	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10C|RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR27|MMERVK10C-int|RLTR10C	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10C|RLTR10C|RLTR10C	0	4	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR27|MMERVK10C-int|RLTR10C	0	4	4692	0.03	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C|RLTR10C	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B|RLTR10B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	4	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10E	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int	0	2	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|RLTR27|MMERVK10C-int	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B|RLTR10B|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B|RLTR10B2	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|MMERVK10C-int|RLTR10E	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10E	0	3	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10D2|MMERVK10D3_I-int	0	8	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B|RLTR10B|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B|RLTR10B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B|RLTR10B|RLTR10B	0	6	4692	0.01	1.0	te_in_peak	1	n.s
RLTR10B|RLTR10B|RLTR10B|MMERVK10C-int|MMERVK10C-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR27|MMERVK10C-int|RLTR10E	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10B|RLTR10B|RLTR10B|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B|RLTR10B|RLTR10B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10E	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B|RLTR10B|RLTR10B|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B|RLTR10B	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR27|MMERVK10C-int|RLTR10C	0	4	4692	0.04	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int|MMERVK10C-int	0	5	4692	0.03	1.0	peak_in_te	1	n.s
RLTR10B|RLTR27|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	8	4692	0.04	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	2	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10E|MMERVK10C-int	0	5	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10E|IAPEY5_I-int	0	3	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	2	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	5	4692	0.05	1.0	peak_in_te	1	n.s
RLTR10D|RLTR10D|IAP-d-int|RLTR10D	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR27|MMERVK10C-int|RLTR10C	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	1	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C|MMERVK10C-int|RLTR10C	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10D|RLTR10D|IAP-d-int|IAP-d-int|IAP-d-int|RLTR10D	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B|RLTR10B|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B2|RLTR10B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ALINE	0	40	4692	0.03	1.0	te_in_peak	1	n.s
RLTR10B2|RLTR10B|RLTR10B|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2|ORR1D2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
ORR1E	18	22302	4692	18.96	1.0	te_in_peak	1	n.s
ORR1D2|ORR1D2|ORR1D2|ORR1D2|ORR1D2|ORR1D2	0	1	4692	0.0	1.0	te_in_peak	1	n.s
ORR1D2|ORR1D2|ORR1D2|ORR1D2|ORR1D2-int|ORR1D2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2|ORR1D2-int|ORR1D2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2|ORR1D2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2|ORR1D2	0	11	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2-int|ORR1D2|ORR1D2-int|ORR1D2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B|RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B	0	1	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2	0	6	4692	0.02	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2-int|ORR1D2-int	0	7	4692	0.02	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2-int|ORR1D2	0	13	4692	0.04	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2-int	0	21	4692	0.03	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2|ORR1D2|ORR1D2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2|ORR1D2	0	3	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2|ORR1D2|ORR1D2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2|ORR1D2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E-int	0	34	4692	0.04	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E-int|ORR1E-int	0	5	4692	0.01	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E-int|ORR1E-int|ORR1E	0	19	4692	0.05	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1E|ORR1E|ORR1E-int|ORR1E	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1E|ORR1E|ORR1E-int	0	32	4692	0.05	1.0	peak_in_te	1	n.s
ORR1E|ORR1E-int|ORR1E|ORR1E	0	8	4692	0.02	1.0	peak_in_te	1	n.s
ORR1E|ORR1E-int|ORR1E-int|ORR1E|ORR1E|ORR1E|ORR1E	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E|ORR1E-int|ORR1E-int|ORR1E|ORR1E|ORR1E	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E|ORR1E-int|ORR1E-int|ORR1E|ORR1E	0	7	4692	0.02	1.0	peak_in_te	1	n.s
ORR1E|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E|ORR1E	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E|ORR1E|ORR1E	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E|ORR1E	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E-int	0	3	4692	0.01	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E|ORR1E|ORR1E	0	4	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E|ORR1E-int|ORR1E-int|ORR1E	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E|ORR1E	0	25	4692	0.04	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E-int|ORR1E|ORR1E	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E-int|ORR1E-int|ORR1E|ORR1E	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E|ORR1E|ORR1E	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E-int|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E	0	3	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2|ORR1D2	0	9	4692	0.03	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2|ORR1D2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1	0	3	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1|ORR1D1-int	0	5	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1|ORR1D1|ORR1D1-int|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1|ORR1D1|ORR1D1	0	2	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1|ORR1D1	0	3	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1|ORR1D1	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1-int	0	3	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1	0	12	4692	0.04	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1-int|ORR1D1|ORR1D1|ORR1D1-int|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1-int|ORR1D1|ORR1D1-int|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1|ORR1D1|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1|ORR1D1	0	11	4692	0.04	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int	0	12	4692	0.03	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2|ORR1D2|ORR1D2	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2|ORR1D2-int|ORR1D2-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2|ORR1D2-int|ORR1D2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2|ORR1D2	0	21	4692	0.03	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2-int|ORR1D2|ORR1D2-int	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2-int|ORR1D2|ORR1D2	0	11	4692	0.02	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2|ORR1D2	0	2	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2	0	3	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2	0	14	4692	0.03	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2-int|ORR1D2-int	0	4	4692	0.01	1.0	peak_in_te	1	n.s
ORR1D2-int|ORR1D2-int	0	36	4692	0.04	1.0	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1|ORR1D1	0	1	4692	0.0	1.0	peak_in_te	1	n.s
ORR1E|ORR1E|ORR1E-int|ORR1E-int	0	7	4692	0.01	1.0	peak_in_te	1	n.s
ORR1E|ORR1E|ORR1E-int|ORR1E-int|ORR1E	0	9	4692	0.03	1.0	peak_in_te	1	n.s
ORR1E|ORR1E|ORR1E-int|ORR1E-int|ORR1E-int|ORR1E	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2	0	3	4692	0.03	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR27|MMERVK10C-int|RLTR10B2	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	3	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|MMERVK10C-int	0	3	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int	0	9	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|IAPEY3-int|IAPEY3-int|RLTR10B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|IAPEY3-int|IAPEY3-int|IAPEY3-int|RLTR10B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|IAPEY3-int|IAPEY3-int	0	6	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|IAPEY3-int	0	15	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10A|RLTR10|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10|RLTR10	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10A|RLTR10-int|RLTR10-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10A|RLTR10-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10A|IAP-d-int|IAP-d-int|IAP-d-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10A	0	11	4692	0.01	1.0	te_in_peak	1	n.s
RLTR10A|RLTR10-int|RLTR10A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10-int|RLTR10-int|RLTR10A	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10A	0	4	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2	0	3	4692	0.03	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|MMERVK10C-int|RLTR10B2	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10A|RLTR10A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|MMERVK10C-int|RLTR27|MMERVK10C-int|RLTR10B2	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B|RLTR10B	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|RLTR10B|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B|RLTR10B	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|RLTR10B2|RLTR10B2|RLTR10B2|RLTR10B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B2|RLTR10B	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B2|RLTR10B	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|RLTR10B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B2|RLTR10B	0	1	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B2	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2	0	2	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2|RLTR10B2	0	2	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|MMERVK10C-int|MMERVK10C-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2|MMERVK10C-int	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|RLTR10B2	0	36	4692	0.03	1.0	te_in_peak	1	n.s
RLTR10B2|MMERVK10C-int|RLTR27|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10B2	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10B2|MMERVK10C-int|RLTR27|MMERVK10C-int	0	6	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10A	0	5	4692	0.02	1.0	peak_in_te	1	n.s
RLTR10A|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10-int|RLTR10A	0	4	4692	0.02	1.0	peak_in_te	1	n.s
ORR1E|ORR1E|ORR1E-int|ORR1E-int|ORR1E|ORR1E	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10-int|RLTR10A|RLTR10-int|RLTR10	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10-int|RLTR10-int|RLTR10A	0	10	4692	0.03	1.0	peak_in_te	1	n.s
RLTR10-int|RLTR10-int|RLTR10-int|RLTR10A|RLTR10A	0	1	4692	0.0	1.0	peak_in_te	1	n.s
RLTR10-int|RLTR10-int|RLTR10-int|RLTR10A|RLTR10	0	3	4692	0.01	1.0	peak_in_te	1	n.s
RLTR10-int|RLTR10-int|RLTR10-int|RLTR10A	0	5	4692	0.01	1.0	peak_in_te	1	n.s
